year,month,origin,destination,avg_delay
2024,9,DEL,BLR,29.53
2024,9,PNQ,HYD,36.91
2024,9,HYD,CCU,38.24
2024,9,CCU,AMD,30.08
2024,9,AMD,MAA,32.28
2024,10,MAA,BOM,28.52
2024,10,BOM,DEL,31.37
2024,10,DEL,BLR,26.65
2024,10,PNQ,HYD,33.26
2024,10,HYD,CCU,30.61
2024,10,CCU,AMD,29.92
2024,10,AMD,MAA,25.63
2024,11,MAA,BOM,30.08
2024,11,BOM,DEL,35.1
2024,11,DEL,BLR,31.13
2024,11,PNQ,HYD,30.25
2024,11,HYD,CCU,29.52
2024,11,CCU,AMD,31.55
2024,11,AMD,MAA,33.17
2024,12,MAA,BOM,28.96
2024,12,BOM,DEL,34.82
2024,12,DEL,BLR,32.37
2024,12,PNQ,HYD,33.1
2024,12,HYD,CCU,35.68
2024,12,CCU,AMD,34.2
2024,12,AMD,MAA,30.53
2015,1,BLR,BOM,13.18
2015,1,CCU,HYD,12.67
2015,1,CCU,AMD,12.91
2015,1,MAA,PNQ,19.49
2015,1,HYD,DEL,8.78
2015,1,AMD,HYD,10.61
2015,1,BLR,MAA,19.73
2015,1,PNQ,HYD,14.65
2015,1,BLR,AMD,17.03
2015,1,PNQ,HYD,17.55
2015,2,AMD,MAA,8.45
2015,2,AMD,PNQ,16.12
2015,2,MAA,AMD,16.44
2015,2,PNQ,CCU,11.07
2015,2,BLR,DEL,13.76
2015,2,AMD,BLR,17.09
2015,2,CCU,PNQ,18.09
2015,2,AMD,DEL,9.19
2015,2,BOM,PNQ,10.06
2015,2,AMD,DEL,15.16
2015,3,DEL,AMD,9.26
2015,3,DEL,BOM,12.15
2015,3,CCU,PNQ,11.65
2015,3,DEL,HYD,21.9
2015,3,MAA,BLR,19.29
2015,3,CCU,MAA,8.72
2015,3,PNQ,MAA,19.13
2015,3,BLR,AMD,18.77
2015,3,DEL,BLR,15.5
2015,3,MAA,AMD,16.44
2015,4,DEL,CCU,12.11
2015,4,PNQ,BOM,15.41
2015,4,DEL,CCU,13.44
2015,4,CCU,PNQ,13.54
2015,4,AMD,CCU,14.53
2015,4,BLR,HYD,18.15
2015,4,BLR,BOM,16.51
2015,4,DEL,MAA,18.84
2015,4,PNQ,CCU,5.23
2015,4,MAA,DEL,20.6
2015,5,MAA,BLR,10.77
2015,5,PNQ,HYD,8.42
2015,5,CCU,AMD,11.98
2015,5,HYD,DEL,18.21
2015,5,HYD,DEL,13.55
2015,5,BLR,HYD,22.02
2015,5,DEL,BOM,15.3
2015,5,MAA,PNQ,12.02
2015,5,CCU,DEL,7.97
2015,5,BLR,DEL,15.64
2015,6,AMD,PNQ,18.88
2015,6,AMD,CCU,11.65
2015,6,CCU,DEL,26.48
2015,6,BOM,PNQ,10.5
2015,6,PNQ,BOM,15.05
2015,6,MAA,HYD,17.11
2015,6,BOM,CCU,13.64
2015,6,BOM,AMD,9.68
2015,6,CCU,BLR,18.21
2015,6,DEL,AMD,21.82
2015,7,MAA,BLR,8.18
2015,7,HYD,CCU,8.23
2015,7,DEL,CCU,15.92
2015,7,DEL,CCU,15.45
2015,7,BOM,MAA,11.62
2015,7,BLR,DEL,11.25
2015,7,HYD,CCU,18.49
2015,7,AMD,BLR,12.89
2015,7,BLR,CCU,18.42
2015,7,DEL,CCU,22.05
2015,8,BOM,AMD,15.38
2015,8,DEL,CCU,15.31
2015,8,BLR,PNQ,19.75
2015,8,AMD,CCU,5.06
2015,8,CCU,MAA,11.06
2015,8,AMD,CCU,10.79
2015,8,BLR,PNQ,5.64
2015,8,BOM,MAA,10.09
2015,8,AMD,PNQ,15.01
2015,8,BLR,AMD,10.12
2015,9,AMD,PNQ,8.59
2015,9,DEL,CCU,9.09
2015,9,BOM,HYD,7.34
2015,9,CCU,BOM,19.46
2015,9,CCU,PNQ,10.28
2015,9,DEL,CCU,18.78
2015,9,CCU,MAA,24.78
2015,9,MAA,CCU,16.36
2015,9,PNQ,BLR,17.29
2015,9,CCU,DEL,14.48
2015,10,DEL,PNQ,17.22
2015,10,HYD,AMD,21.51
2015,10,MAA,AMD,11.89
2015,10,DEL,HYD,17.18
2015,10,AMD,CCU,17.41
2015,10,AMD,PNQ,11.23
2015,10,PNQ,MAA,19.62
2015,10,PNQ,BOM,21.99
2015,10,AMD,CCU,20.28
2015,10,PNQ,CCU,17.2
2015,11,DEL,CCU,21.92
2015,11,AMD,HYD,12.36
2015,11,BLR,DEL,17.37
2015,11,DEL,AMD,16.38
2015,11,BOM,AMD,16.12
2015,11,BLR,DEL,15.41
2015,11,BLR,PNQ,19.74
2015,11,BOM,AMD,19.74
2015,11,CCU,AMD,21.02
2015,11,DEL,BLR,10.83
2015,12,DEL,PNQ,7.7
2015,12,BLR,PNQ,20.73
2015,12,HYD,MAA,11.99
2015,12,BLR,AMD,17.15
2015,12,BLR,MAA,18.9
2015,12,PNQ,BLR,9.9
2015,12,CCU,BOM,8.46
2015,12,CCU,BOM,22.05
2015,12,BOM,HYD,18.59
2015,12,DEL,HYD,12.36
2016,1,PNQ,MAA,15.75
2016,1,PNQ,HYD,19.21
2016,1,MAA,DEL,19.47
2016,1,HYD,DEL,13.89
2016,1,MAA,CCU,16.48
2016,1,MAA,PNQ,13.87
2016,1,AMD,DEL,14.58
2016,1,PNQ,BOM,13.55
2016,1,MAA,HYD,15.36
2016,1,BLR,PNQ,14.64
2016,2,BOM,CCU,8.03
2016,2,HYD,PNQ,14.75
2016,2,MAA,HYD,10.17
2016,2,BOM,MAA,6.59
2016,2,BOM,HYD,15.41
2016,2,AMD,BLR,16.69
2016,2,DEL,BOM,10.85
2016,2,BLR,BOM,10.28
2016,2,BLR,PNQ,13.39
2016,2,MAA,BOM,16.9
2016,3,BLR,BOM,12.69
2016,3,BLR,HYD,18.4
2016,3,DEL,PNQ,20.43
2016,3,PNQ,MAA,10.94
2016,3,PNQ,BLR,15.72
2016,3,AMD,HYD,19.09
2016,3,BLR,BOM,19.18
2016,3,DEL,HYD,17.02
2016,3,MAA,BLR,17.86
2016,3,MAA,BOM,14.57
2016,4,BLR,AMD,19.9
2016,4,CCU,BOM,12.14
2016,4,BLR,AMD,6.97
2016,4,PNQ,CCU,13.33
2016,4,DEL,AMD,26.13
2016,4,AMD,CCU,24.91
2016,4,MAA,DEL,19.52
2016,4,HYD,PNQ,10.5
2016,4,PNQ,BOM,13.81
2016,4,DEL,HYD,19.26
2016,5,DEL,CCU,18.23
2016,5,PNQ,BOM,9.96
2016,5,DEL,CCU,5.53
2016,5,BLR,BOM,17.32
2016,5,AMD,MAA,4.93
2016,5,DEL,BOM,17.74
2016,5,BOM,MAA,18.91
2016,5,MAA,BOM,10.61
2016,5,BLR,AMD,16.7
2016,5,HYD,AMD,17.84
2016,6,AMD,PNQ,14.26
2016,6,MAA,DEL,10.28
2016,6,BLR,DEL,22.93
2016,6,CCU,BOM,25.8
2016,6,BLR,MAA,14.84
2016,6,BOM,HYD,13.33
2016,6,HYD,PNQ,15.21
2016,6,PNQ,HYD,15.37
2016,6,PNQ,DEL,11.05
2016,6,HYD,AMD,7.44
2016,7,HYD,MAA,23.14
2016,7,PNQ,HYD,18.26
2016,7,BLR,BOM,14.73
2016,7,MAA,BLR,16.05
2016,7,DEL,HYD,13.49
2016,7,BOM,CCU,13.34
2016,7,HYD,CCU,19.63
2016,7,DEL,PNQ,11.02
2016,7,BOM,DEL,18.58
2016,7,MAA,AMD,14.24
2016,8,BLR,AMD,8.62
2016,8,PNQ,HYD,17.26
2016,8,DEL,HYD,17.74
2016,8,AMD,BOM,19.82
2016,8,BLR,AMD,12.52
2016,8,DEL,AMD,15.01
2016,8,DEL,HYD,13.2
2016,8,MAA,PNQ,20.23
2016,8,AMD,CCU,16.22
2016,8,AMD,MAA,8.5
2016,9,AMD,PNQ,6.23
2016,9,AMD,DEL,7.44
2016,9,PNQ,BLR,13.85
2016,9,MAA,AMD,23.97
2016,9,HYD,BLR,11.62
2016,9,MAA,CCU,8.45
2016,9,PNQ,MAA,21.1
2016,9,DEL,BLR,12.16
2016,9,PNQ,CCU,17.02
2016,9,CCU,HYD,13.38
2016,10,PNQ,CCU,10.06
2016,10,BLR,AMD,14.63
2016,10,BOM,PNQ,16.64
2016,10,PNQ,MAA,20.06
2016,10,BLR,AMD,22.03
2016,10,BOM,PNQ,15.22
2016,10,MAA,AMD,17.08
2016,10,PNQ,HYD,21.13
2016,10,BLR,PNQ,16.8
2016,10,BLR,PNQ,23.57
2016,11,DEL,AMD,10.87
2016,11,CCU,BLR,8.79
2016,11,AMD,BLR,10.08
2016,11,PNQ,DEL,13.26
2016,11,CCU,HYD,18.15
2016,11,AMD,DEL,12.59
2016,11,MAA,PNQ,15.66
2016,11,MAA,PNQ,14.04
2016,11,HYD,DEL,12.96
2016,11,BLR,DEL,20.35
2016,12,PNQ,BLR,17.62
2016,12,CCU,DEL,12.07
2016,12,BLR,HYD,2.22
2016,12,BOM,AMD,27.15
2016,12,BOM,DEL,14.22
2016,12,MAA,PNQ,4.17
2016,12,DEL,BOM,9.74
2016,12,HYD,DEL,17.76
2016,12,PNQ,DEL,19.43
2016,12,AMD,HYD,19.13
2017,1,DEL,MAA,20.39
2017,1,CCU,MAA,18.9
2017,1,AMD,BOM,16.16
2017,1,HYD,PNQ,18.56
2017,1,HYD,AMD,15.99
2017,1,MAA,BOM,18.75
2017,1,PNQ,BOM,14.45
2017,1,MAA,AMD,7.81
2017,1,HYD,DEL,11.06
2017,1,PNQ,BOM,17.53
2017,2,AMD,BOM,25.1
2017,2,BLR,HYD,16.44
2017,2,HYD,CCU,18.46
2017,2,BLR,BOM,7.0
2017,2,AMD,DEL,10.68
2017,2,DEL,AMD,25.3
2017,2,MAA,CCU,20.2
2017,2,AMD,CCU,6.7
2017,2,BLR,PNQ,10.22
2017,2,PNQ,BOM,16.86
2017,3,PNQ,BLR,15.92
2017,3,AMD,CCU,14.97
2017,3,AMD,CCU,7.36
2017,3,HYD,MAA,21.81
2017,3,BLR,DEL,19.92
2017,3,HYD,BLR,12.66
2017,3,MAA,PNQ,13.76
2017,3,MAA,DEL,20.32
2017,3,CCU,BOM,14.87
2017,3,DEL,PNQ,13.84
2017,4,DEL,HYD,13.47
2017,4,DEL,MAA,17.6
2017,4,MAA,HYD,13.01
2017,4,PNQ,BLR,22.89
2017,4,PNQ,MAA,7.39
2017,4,HYD,BOM,9.1
2017,4,HYD,BOM,9.4
2017,4,AMD,CCU,9.85
2017,4,DEL,PNQ,10.02
2017,4,MAA,BOM,25.47
2017,5,BLR,MAA,17.82
2017,5,MAA,CCU,12.91
2017,5,PNQ,BOM,19.73
2017,5,AMD,BOM,24.05
2017,5,MAA,CCU,23.86
2017,5,CCU,AMD,15.24
2017,5,MAA,DEL,16.92
2017,5,CCU,DEL,16.56
2017,5,MAA,BOM,9.92
2017,5,DEL,AMD,14.16
2017,6,CCU,AMD,16.38
2017,6,DEL,BLR,17.47
2017,6,CCU,BOM,8.42
2017,6,CCU,PNQ,17.73
2017,6,PNQ,HYD,15.63
2017,6,AMD,BLR,24.79
2017,6,DEL,AMD,18.45
2017,6,CCU,AMD,13.91
2017,6,MAA,PNQ,19.95
2017,6,PNQ,AMD,16.68
2017,7,MAA,PNQ,15.46
2017,7,CCU,HYD,19.98
2017,7,PNQ,BOM,8.25
2017,7,CCU,PNQ,12.09
2017,7,BOM,BLR,15.34
2017,7,HYD,MAA,9.14
2017,7,AMD,CCU,14.01
2017,7,HYD,BLR,21.54
2017,7,DEL,CCU,13.82
2017,7,DEL,MAA,14.78
2017,8,AMD,HYD,10.08
2017,8,BOM,HYD,14.6
2017,8,PNQ,CCU,12.69
2017,8,MAA,BLR,24.39
2017,8,MAA,BOM,16.47
2017,8,CCU,PNQ,16.75
2017,8,DEL,AMD,16.98
2017,8,PNQ,BLR,16.69
2017,8,HYD,MAA,23.9
2017,8,PNQ,BOM,15.24
2017,9,CCU,AMD,19.54
2017,9,PNQ,BOM,9.18
2017,9,AMD,BOM,14.54
2017,9,AMD,DEL,19.53
2017,9,BOM,BLR,17.87
2017,9,BOM,BLR,11.32
2017,9,BOM,AMD,18.69
2017,9,BOM,PNQ,10.01
2017,9,CCU,MAA,14.46
2017,9,DEL,BLR,13.85
2017,10,PNQ,CCU,12.81
2017,10,CCU,PNQ,17.21
2017,10,DEL,CCU,16.2
2017,10,DEL,PNQ,15.31
2017,10,BLR,BOM,8.8
2017,10,AMD,CCU,12.2
2017,10,CCU,MAA,21.79
2017,10,MAA,AMD,14.45
2017,10,PNQ,BLR,21.94
2017,10,CCU,BLR,13.66
2017,11,PNQ,AMD,30.63
2017,11,BLR,CCU,23.39
2017,11,BLR,PNQ,16.76
2017,11,BLR,HYD,8.32
2017,11,HYD,PNQ,9.42
2017,11,AMD,BOM,17.43
2017,11,MAA,BOM,13.75
2017,11,AMD,DEL,22.84
2017,11,CCU,HYD,10.66
2017,11,CCU,HYD,15.03
2017,12,CCU,BLR,15.01
2017,12,MAA,AMD,16.84
2017,12,MAA,CCU,14.15
2017,12,MAA,HYD,10.43
2017,12,BLR,DEL,18.87
2017,12,DEL,AMD,20.19
2017,12,BLR,DEL,15.72
2017,12,HYD,CCU,15.96
2017,12,AMD,HYD,21.17
2017,12,PNQ,CCU,18.24
2018,1,HYD,BLR,14.16
2018,1,HYD,PNQ,14.8
2018,1,DEL,CCU,8.94
2018,1,BOM,HYD,18.22
2018,1,MAA,BLR,14.04
2018,1,BLR,MAA,12.19
2018,1,BLR,PNQ,19.25
2018,1,DEL,HYD,10.65
2018,1,CCU,AMD,15.17
2018,1,AMD,CCU,6.44
2018,2,BLR,MAA,12.52
2018,2,CCU,BOM,7.89
2018,2,DEL,MAA,20.03
2018,2,BOM,DEL,19.56
2018,2,HYD,MAA,23.4
2018,2,BLR,DEL,15.16
2018,2,CCU,BOM,8.76
2018,2,PNQ,AMD,20.01
2018,2,BOM,MAA,13.32
2018,2,BLR,DEL,11.52
2018,3,DEL,HYD,20.77
2018,3,BOM,AMD,24.14
2018,3,CCU,MAA,11.5
2018,3,BLR,DEL,6.28
2018,3,DEL,CCU,16.69
2018,3,HYD,MAA,5.41
2018,3,CCU,PNQ,18.73
2018,3,AMD,DEL,21.23
2018,3,DEL,HYD,8.97
2018,3,HYD,DEL,12.57
2018,4,DEL,BLR,23.62
2018,4,BLR,DEL,13.55
2018,4,DEL,HYD,14.71
2018,4,BOM,MAA,21.77
2018,4,PNQ,BOM,18.63
2018,4,CCU,BLR,9.42
2018,4,CCU,PNQ,15.28
2018,4,MAA,HYD,19.65
2018,4,DEL,HYD,20.59
2018,4,BLR,CCU,8.83
2018,5,DEL,BOM,4.98
2018,5,BOM,BLR,21.81
2018,5,PNQ,HYD,15.35
2018,5,BLR,DEL,10.69
2018,5,BLR,CCU,13.98
2018,5,AMD,BOM,9.15
2018,5,BOM,HYD,11.58
2018,5,BLR,AMD,18.72
2018,5,BLR,AMD,18.78
2018,5,MAA,BOM,13.69
2018,6,MAA,BLR,16.65
2018,6,HYD,MAA,13.81
2018,6,PNQ,BOM,13.81
2018,6,CCU,BLR,10.8
2018,6,AMD,CCU,8.99
2018,6,CCU,AMD,18.54
2018,6,HYD,CCU,23.98
2018,6,AMD,DEL,17.4
2018,6,CCU,AMD,13.16
2018,6,HYD,DEL,16.93
2018,7,HYD,CCU,11.03
2018,7,BLR,BOM,12.45
2018,7,HYD,AMD,18.64
2018,7,AMD,CCU,5.44
2018,7,MAA,AMD,13.48
2018,7,HYD,CCU,25.37
2018,7,CCU,MAA,8.9
2018,7,DEL,PNQ,10.69
2018,7,CCU,AMD,21.92
2018,7,BOM,CCU,25.16
2018,8,HYD,AMD,18.29
2018,8,BOM,DEL,14.2
2018,8,PNQ,BLR,15.55
2018,8,BOM,BLR,20.47
2018,8,PNQ,BLR,12.73
2018,8,HYD,PNQ,17.53
2018,8,MAA,CCU,17.37
2018,8,CCU,PNQ,11.54
2018,8,AMD,MAA,14.04
2018,8,HYD,BLR,19.91
2018,9,AMD,HYD,20.26
2018,9,MAA,BOM,17.24
2018,9,DEL,BLR,16.42
2018,9,PNQ,DEL,13.31
2018,9,DEL,PNQ,12.69
2018,9,BLR,HYD,19.73
2018,9,BOM,MAA,5.12
2018,9,AMD,DEL,14.83
2018,9,MAA,PNQ,20.89
2018,9,DEL,CCU,22.12
2018,10,HYD,MAA,22.75
2018,10,CCU,AMD,20.46
2018,10,BOM,BLR,11.59
2018,10,HYD,AMD,17.92
2018,10,BLR,DEL,13.36
2018,10,DEL,CCU,16.21
2018,10,HYD,CCU,21.39
2018,10,BLR,CCU,7.78
2018,10,CCU,PNQ,14.69
2018,10,CCU,AMD,10.41
2018,11,MAA,HYD,6.4
2018,11,BLR,CCU,21.28
2018,11,CCU,DEL,20.68
2018,11,HYD,DEL,7.01
2018,11,BLR,DEL,5.91
2018,11,PNQ,HYD,14.07
2018,11,DEL,PNQ,18.75
2018,11,BOM,MAA,6.41
2018,11,DEL,BLR,19.55
2018,11,HYD,AMD,13.28
2018,12,BOM,MAA,19.07
2018,12,BLR,HYD,23.18
2018,12,PNQ,CCU,16.14
2018,12,DEL,BLR,18.68
2018,12,BLR,HYD,10.35
2018,12,AMD,BOM,5.93
2018,12,BOM,DEL,17.06
2018,12,PNQ,MAA,15.47
2018,12,AMD,BLR,19.69
2018,12,BOM,DEL,11.6
2019,1,MAA,CCU,16.14
2019,1,DEL,BOM,15.27
2019,1,AMD,BLR,16.13
2019,1,DEL,MAA,14.57
2019,1,AMD,BOM,15.21
2019,1,MAA,HYD,16.28
2019,1,BOM,AMD,10.88
2019,1,DEL,BOM,14.36
2019,1,AMD,PNQ,16.34
2019,1,BOM,HYD,14.77
2019,2,HYD,BLR,19.6
2019,2,BOM,DEL,13.68
2019,2,BOM,PNQ,8.55
2019,2,CCU,HYD,24.48
2019,2,MAA,DEL,10.45
2019,2,CCU,BOM,20.62
2019,2,HYD,AMD,15.96
2019,2,CCU,MAA,13.64
2019,2,BLR,HYD,26.57
2019,2,BLR,PNQ,22.02
2019,3,PNQ,DEL,10.67
2019,3,PNQ,MAA,15.53
2019,3,MAA,BLR,17.76
2019,3,BLR,HYD,14.54
2019,3,AMD,PNQ,21.24
2019,3,CCU,BOM,8.29
2019,3,BOM,CCU,19.1
2019,3,DEL,AMD,10.44
2019,3,HYD,BOM,7.18
2019,3,CCU,DEL,10.03
2019,4,AMD,DEL,12.43
2019,4,CCU,HYD,22.25
2019,4,DEL,PNQ,16.11
2019,4,PNQ,MAA,16.25
2019,4,CCU,AMD,18.03
2019,4,BLR,AMD,10.21
2019,4,BLR,PNQ,12.06
2019,4,CCU,BLR,14.05
2019,4,BLR,DEL,9.1
2019,4,HYD,CCU,25.16
2019,5,PNQ,BOM,18.49
2019,5,CCU,HYD,20.79
2019,5,DEL,BLR,21.86
2019,5,CCU,DEL,12.95
2019,5,AMD,BLR,12.69
2019,5,MAA,DEL,14.89
2019,5,BLR,AMD,20.55
2019,5,MAA,AMD,16.96
2019,5,DEL,HYD,14.72
2019,5,DEL,MAA,19.83
2019,6,DEL,BLR,18.44
2019,6,AMD,CCU,21.6
2019,6,DEL,PNQ,7.17
2019,6,MAA,HYD,15.45
2019,6,HYD,DEL,21.47
2019,6,AMD,MAA,14.02
2019,6,HYD,BOM,18.46
2019,6,PNQ,DEL,15.57
2019,6,AMD,DEL,13.24
2019,6,CCU,MAA,17.59
2019,7,PNQ,DEL,17.81
2019,7,PNQ,DEL,7.15
2019,7,DEL,BOM,19.67
2019,7,MAA,DEL,13.94
2019,7,MAA,HYD,20.58
2019,7,BLR,BOM,13.9
2019,7,BOM,DEL,18.3
2019,7,BLR,CCU,10.74
2019,7,MAA,DEL,20.59
2019,7,MAA,BLR,10.61
2019,8,BLR,DEL,18.32
2019,8,DEL,CCU,16.11
2019,8,PNQ,BLR,10.55
2019,8,HYD,PNQ,11.18
2019,8,PNQ,AMD,16.21
2019,8,HYD,BOM,10.03
2019,8,PNQ,MAA,24.76
2019,8,CCU,BLR,23.91
2019,8,BLR,AMD,11.7
2019,8,DEL,AMD,11.37
2019,9,BLR,AMD,15.42
2019,9,BLR,DEL,13.01
2019,9,BLR,DEL,11.96
2019,9,PNQ,CCU,13.76
2019,9,DEL,MAA,20.68
2019,9,MAA,BLR,14.5
2019,9,MAA,CCU,14.91
2019,9,AMD,MAA,13.59
2019,9,CCU,MAA,7.38
2019,9,BLR,BOM,11.32
2019,10,MAA,PNQ,16.69
2019,10,CCU,AMD,10.99
2019,10,BLR,MAA,10.83
2019,10,BOM,BLR,20.17
2019,10,AMD,PNQ,22.0
2019,10,CCU,BOM,19.8
2019,10,PNQ,DEL,20.77
2019,10,AMD,HYD,16.34
2019,10,CCU,BOM,9.0
2019,10,PNQ,MAA,12.46
2019,11,MAA,AMD,12.76
2019,11,DEL,MAA,12.21
2019,11,MAA,AMD,14.63
2019,11,CCU,HYD,13.91
2019,11,DEL,PNQ,13.05
2019,11,HYD,PNQ,16.69
2019,11,CCU,BOM,21.94
2019,11,PNQ,CCU,23.03
2019,11,DEL,CCU,24.81
2019,11,PNQ,BOM,12.53
2019,12,AMD,BOM,18.96
2019,12,PNQ,DEL,21.06
2019,12,CCU,BLR,11.48
2019,12,AMD,DEL,17.74
2019,12,AMD,HYD,18.21
2019,12,CCU,HYD,13.06
2019,12,BLR,MAA,6.59
2019,12,BOM,AMD,24.5
2019,12,BLR,DEL,16.69
2019,12,BOM,MAA,18.91
2020,1,MAA,BOM,14.05
2020,1,DEL,MAA,12.08
2020,1,BOM,DEL,26.79
2020,1,BLR,PNQ,16.31
2020,1,CCU,HYD,10.08
2020,1,MAA,BLR,23.26
2020,1,CCU,AMD,7.59
2020,1,CCU,AMD,19.32
2020,1,HYD,DEL,19.33
2020,1,PNQ,BLR,18.34
2020,2,BOM,AMD,7.08
2020,2,AMD,CCU,15.94
2020,2,HYD,BLR,9.32
2020,2,PNQ,DEL,17.91
2020,2,BLR,PNQ,16.7
2020,2,BLR,BOM,24.93
2020,2,DEL,AMD,21.2
2020,2,HYD,DEL,15.35
2020,2,MAA,DEL,11.02
2020,2,BOM,HYD,11.74
2020,3,DEL,BOM,20.55
2020,3,MAA,BLR,21.76
2020,3,MAA,HYD,6.81
2020,3,AMD,BLR,16.72
2020,3,PNQ,DEL,13.51
2020,3,CCU,MAA,20.97
2020,3,HYD,BOM,18.45
2020,3,HYD,MAA,17.64
2020,3,CCU,BLR,9.72
2020,3,PNQ,MAA,9.16
2020,4,MAA,HYD,17.7
2020,4,DEL,HYD,17.92
2020,4,DEL,HYD,18.21
2020,4,BOM,BLR,10.03
2020,4,CCU,BLR,12.61
2020,4,AMD,DEL,12.6
2020,4,CCU,HYD,14.07
2020,4,PNQ,HYD,7.22
2020,4,HYD,MAA,4.7
2020,4,DEL,PNQ,14.95
2020,5,HYD,BOM,6.39
2020,5,MAA,CCU,20.9
2020,5,MAA,PNQ,14.1
2020,5,CCU,HYD,18.45
2020,5,CCU,HYD,15.82
2020,5,MAA,BLR,13.93
2020,5,BLR,DEL,11.24
2020,5,PNQ,BOM,15.54
2020,5,PNQ,HYD,19.12
2020,5,BLR,HYD,23.49
2020,6,HYD,BOM,31.96
2020,6,MAA,BOM,12.4
2020,6,AMD,MAA,3.33
2020,6,BLR,HYD,17.07
2020,6,PNQ,DEL,18.27
2020,6,DEL,AMD,13.2
2020,6,CCU,BOM,20.69
2020,6,PNQ,MAA,19.4
2020,6,AMD,CCU,20.41
2020,6,MAA,HYD,5.35
2020,7,CCU,BLR,8.66
2020,7,HYD,CCU,16.9
2020,7,BOM,HYD,9.62
2020,7,AMD,BLR,18.68
2020,7,BLR,PNQ,16.29
2020,7,BLR,BOM,20.08
2020,7,MAA,CCU,14.27
2020,7,BOM,HYD,18.12
2020,7,CCU,DEL,14.05
2020,7,CCU,MAA,12.63
2020,8,CCU,BOM,10.3
2020,8,BLR,DEL,20.79
2020,8,BOM,AMD,17.78
2020,8,DEL,BOM,16.0
2020,8,PNQ,DEL,13.42
2020,8,CCU,BLR,12.86
2020,8,PNQ,CCU,21.25
2020,8,BLR,AMD,11.67
2020,8,CCU,BOM,21.31
2020,8,MAA,DEL,13.3
2020,9,MAA,BLR,22.54
2020,9,AMD,MAA,15.12
2020,9,DEL,AMD,10.72
2020,9,CCU,MAA,19.11
2020,9,DEL,HYD,20.13
2020,9,PNQ,CCU,14.47
2020,9,MAA,DEL,6.97
2020,9,BOM,BLR,13.72
2020,9,DEL,AMD,18.79
2020,9,CCU,HYD,18.8
2020,10,CCU,DEL,23.14
2020,10,HYD,MAA,10.95
2020,10,BLR,MAA,23.59
2020,10,AMD,CCU,7.54
2020,10,AMD,MAA,23.08
2020,10,PNQ,BOM,21.29
2020,10,HYD,BLR,17.19
2020,10,BLR,HYD,10.77
2020,10,BOM,BLR,2.26
2020,10,PNQ,DEL,16.41
2020,11,MAA,DEL,16.15
2020,11,DEL,BLR,19.04
2020,11,AMD,HYD,12.03
2020,11,MAA,PNQ,16.24
2020,11,PNQ,MAA,9.45
2020,11,BOM,DEL,13.85
2020,11,MAA,DEL,20.77
2020,11,DEL,HYD,7.9
2020,11,DEL,MAA,18.62
2020,11,BLR,HYD,14.68
2020,12,AMD,MAA,15.11
2020,12,BLR,CCU,14.84
2020,12,HYD,CCU,9.14
2020,12,MAA,AMD,16.92
2020,12,AMD,BOM,17.02
2020,12,PNQ,BOM,14.2
2020,12,BOM,HYD,15.63
2020,12,CCU,HYD,8.77
2020,12,MAA,PNQ,15.67
2020,12,BOM,AMD,19.44
2021,1,BLR,DEL,11.0
2021,1,HYD,PNQ,16.31
2021,1,MAA,HYD,18.29
2021,1,BLR,PNQ,16.16
2021,1,AMD,HYD,20.41
2021,1,AMD,HYD,18.54
2021,1,HYD,DEL,9.51
2021,1,DEL,HYD,15.6
2021,1,MAA,BLR,10.2
2021,1,BOM,BLR,15.62
2021,2,DEL,BLR,12.01
2021,2,HYD,MAA,19.21
2021,2,CCU,MAA,17.16
2021,2,BLR,MAA,21.49
2021,2,BLR,CCU,23.19
2021,2,MAA,DEL,12.97
2021,2,BOM,HYD,16.62
2021,2,AMD,DEL,20.77
2021,2,BOM,MAA,18.03
2021,2,AMD,HYD,0.74
2021,3,BLR,AMD,15.28
2021,3,BOM,HYD,13.5
2021,3,DEL,CCU,22.19
2021,3,BOM,CCU,16.62
2021,3,PNQ,DEL,18.25
2021,3,BLR,AMD,14.9
2021,3,CCU,BLR,15.07
2021,3,BLR,DEL,17.34
2021,3,BOM,HYD,12.26
2021,3,MAA,CCU,14.42
2021,4,BLR,MAA,15.4
2021,4,AMD,BLR,12.76
2021,4,BLR,BOM,17.0
2021,4,DEL,BOM,11.74
2021,4,PNQ,DEL,14.66
2021,4,DEL,BOM,17.85
2021,4,BOM,BLR,14.03
2021,4,CCU,MAA,13.58
2021,4,BOM,AMD,11.98
2021,4,BOM,MAA,15.81
2021,5,DEL,AMD,18.64
2021,5,DEL,BOM,9.96
2021,5,DEL,MAA,14.93
2021,5,BLR,DEL,9.69
2021,5,PNQ,HYD,13.18
2021,5,MAA,PNQ,16.99
2021,5,HYD,CCU,25.69
2021,5,MAA,CCU,16.38
2021,5,CCU,PNQ,23.83
2021,5,AMD,MAA,16.74
2021,6,AMD,BOM,8.21
2021,6,BOM,BLR,14.88
2021,6,AMD,PNQ,13.01
2021,6,DEL,HYD,17.17
2021,6,BOM,CCU,11.26
2021,6,BOM,HYD,12.82
2021,6,HYD,CCU,26.38
2021,6,BOM,HYD,12.95
2021,6,HYD,DEL,9.42
2021,6,BLR,AMD,23.44
2021,7,HYD,MAA,16.52
2021,7,CCU,AMD,9.3
2021,7,BOM,BLR,19.3
2021,7,MAA,AMD,8.71
2021,7,MAA,HYD,22.14
